frameid,x1,y1,x2,y2
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0,0,0,0
35,0,0,0,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,0,0,0,0
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,0,0,0,0
49,0,0,0,0
50,0,0,0,0
51,0,0,0,0
52,0,0,0,0
53,0,0,0,0
54,0,0,0,0
55,0,0,0,0
56,0,0,0,0
57,0,96,218,330
58,0,135,283,316
59,0,12,279,408
60,0,2,315,400
61,0,0,342,427
62,0,1,367,380
63,0,1,391,368
64,1,1,411,361
65,1,1,435,356
66,1,0,447,348
67,1,0,466,344
68,0,0,482,339
69,0,1,498,335
70,0,4,513,333
71,0,19,519,323
72,13,28,532,321
73,47,37,541,317
74,79,44,550,314
75,109,49,559,310
76,137,56,567,307
77,162,61,576,302
78,184,69,583,301
79,206,72,586,298
80,227,77,595,295
81,250,83,600,292
82,266,88,608,291
83,285,93,613,290
84,298,97,617,289
85,316,101,624,287
86,329,105,625,285
87,341,109,630,283
88,353,115,632,281
89,363,118,636,278
90,373,120,633,278
91,382,123,637,278
92,389,125,642,277
93,399,130,642,275
94,408,135,645,276
95,416,138,646,275
96,422,142,641,271
97,430,143,649,269
98,443,145,655,268
99,447,146,652,265
100,451,147,651,265
101,458,149,662,262
102,466,150,666,260
103,474,149,665,258
104,480,148,680,255
105,488,147,683,254
106,494,146,683,249
107,498,144,686,245
108,504,144,683,243
109,516,142,683,242
110,521,141,689,240
111,524,136,689,232
112,529,135,693,227
113,534,133,696,228
114,538,128,700,225
115,542,125,698,221
116,545,122,709,217
117,549,119,708,214
118,550,116,709,212
119,551,111,710,207
120,552,109,711,205
121,555,105,711,202
122,554,101,707,200
123,553,98,706,194
124,551,94,703,190
125,549,92,699,188
126,545,90,695,185
127,541,87,688,179
128,536,86,682,177
129,531,82,678,174
130,525,80,669,172
131,516,78,663,171
132,509,77,653,168
133,500,74,646,170
134,489,71,638,166
135,478,69,628,161
136,467,68,616,159
137,458,65,605,157
138,446,64,593,156
139,436,63,583,156
140,423,63,569,155
141,411,61,558,153
142,400,61,547,152
143,387,63,536,151
144,374,61,520,149
145,364,61,505,149
146,352,62,495,149
147,338,62,482,149
148,324,65,467,149
149,313,64,454,147
150,300,67,443,147
151,287,66,428,147
152,274,69,415,149
153,262,69,403,150
154,250,69,388,153
155,238,69,376,154
156,231,69,366,152
157,219,69,354,156
158,197,69,338,156
159,184,69,327,152
160,173,73,317,150
161,162,71,303,144
162,152,71,289,141
163,137,69,269,142
164,127,69,250,141
165,114,70,240,139
166,106,69,238,139
167,94,69,223,139
168,82,67,217,137
169,72,65,204,138
170,62,65,197,138
171,53,64,185,136
172,45,63,177,136
173,34,60,172,138
174,27,58,164,136
175,17,57,157,135
176,13,57,149,133
177,7,55,142,133
178,2,56,135,133
179,4,58,120,131
180,0,56,127,131
181,0,57,122,131
182,0,57,118,130
183,0,61,119,133
184,0,56,115,132
185,0,56,114,131
186,0,61,113,130
187,0,60,113,133
188,0,57,112,131
189,0,60,114,131
190,0,59,115,131
191,0,59,118,130
192,0,56,119,130
193,2,55,116,128
194,0,56,125,129
195,5,56,131,129
196,8,56,135,128
197,14,56,139,130
198,20,56,143,129
199,27,56,149,129
200,32,57,154,128
201,39,57,161,130
202,47,60,169,130
203,57,59,171,131
204,62,59,178,129
205,71,59,185,131
206,80,61,194,129
207,88,64,201,129
208,100,64,208,130
209,107,66,218,131
210,119,65,230,129
211,129,67,236,131
212,139,67,244,129
213,152,70,251,130
214,160,71,258,132
215,172,71,271,129
216,182,71,287,132
217,194,73,302,131
218,203,75,311,137
219,219,77,321,134
220,231,81,329,139
221,243,82,342,138
222,251,80,353,145
223,261,79,362,133
224,273,82,374,135
225,280,81,382,131
226,293,80,392,133
227,300,81,399,131
228,311,82,410,132
229,323,82,419,132
230,331,84,427,131
231,340,83,436,130
232,348,82,443,132
233,355,83,451,130
234,364,81,456,130
235,371,79,464,130
236,376,79,471,130
237,382,78,477,132
238,387,76,483,133
239,393,76,486,132
240,399,75,492,133
241,404,73,500,133
242,408,75,506,135
243,415,77,508,137
244,418,77,513,137
245,422,79,517,140
246,426,82,521,140
247,431,83,527,143
248,436,85,529,143
249,439,89,532,145
250,443,89,536,149
251,448,93,538,154
252,450,96,542,154
253,453,99,543,156
254,458,103,551,160
255,465,106,549,167
256,467,111,554,168
257,468,113,555,170
258,473,116,557,172
259,479,121,557,174
260,481,127,562,181
261,484,130,565,184
262,486,134,566,185
263,492,141,567,191
264,490,146,571,196
265,495,152,572,201
266,496,154,574,204
267,499,158,577,204
268,506,166,580,212
269,505,167,579,213
270,500,170,583,216
271,505,178,580,220
272,507,183,579,229
273,502,184,577,234
274,502,188,570,238
275,500,195,569,241
276,496,195,568,245
277,492,201,564,246
278,487,201,558,251
279,484,210,555,252
280,477,213,549,255
281,474,220,537,258
282,457,223,532,265
283,448,226,526,273
284,447,231,519,278
285,431,237,514,287
286,424,244,511,290
287,415,250,505,295
288,404,252,489,305
289,397,258,484,309
290,388,264,475,316
291,378,274,463,323
292,367,280,453,331
293,363,281,445,336
294,350,291,438,344
295,338,299,427,351
296,342,309,414,357
297,332,318,404,364
298,318,325,396,370
299,310,333,390,377
300,310,340,383,385
301,296,345,375,390
302,293,356,368,396
303,284,362,359,404
304,272,366,354,411
305,274,377,350,415
306,268,381,344,421
307,261,388,335,430
308,255,395,330,434
309,250,402,328,439
310,251,406,324,447
311,249,413,314,450
312,240,421,315,458
313,242,427,316,464
314,237,432,310,471
315,237,438,306,476
316,236,446,303,480
317,235,451,301,488
318,229,455,300,490
319,231,462,297,494
320,226,466,304,502
321,227,472,301,508
322,226,475,298,512
323,229,483,301,517
324,230,488,300,522
325,229,493,304,528
326,236,497,308,531
327,236,504,302,536
328,241,511,307,543
329,242,515,311,547
330,244,521,311,552
331,246,525,310,556
332,249,529,316,561
333,253,533,317,564
334,256,538,322,568
335,258,541,326,571
336,261,546,328,576
337,266,547,332,581
338,269,548,341,584
339,268,552,341,585
340,276,558,346,592
341,279,561,345,592
342,285,566,349,595
343,289,569,358,601
344,292,571,358,602
345,297,573,368,608
346,300,577,370,609
347,304,581,375,611
348,306,581,378,614
349,310,585,385,616
350,316,586,388,618
351,322,587,389,623
352,327,590,390,620
353,331,593,393,622
354,335,594,401,625
355,339,595,401,624
356,345,598,406,627
357,352,600,410,626
358,352,600,416,627
359,357,601,422,630
360,365,601,427,631
361,364,602,433,632
362,368,602,432,631
363,373,602,436,635
364,380,604,444,635
365,384,605,447,637
366,391,606,453,636
367,394,606,460,637
368,401,609,461,639
369,407,608,473,642
370,411,609,474,640
371,420,610,478,641
372,426,613,482,642
373,428,611,488,643
374,435,614,493,644
375,441,613,499,645
376,445,615,505,645
377,447,614,514,647
378,457,617,518,650
379,462,618,525,650
380,473,621,529,651
381,477,620,535,651
382,481,621,541,652
383,490,624,546,652
384,497,625,551,653
385,504,628,556,656
386,508,629,562,657
387,515,631,568,658
388,522,634,576,660
389,531,634,578,661
390,534,637,590,662
391,541,637,593,664
392,552,641,600,667
393,558,643,606,667
394,562,645,611,668
395,568,647,621,672
396,576,649,620,672
397,580,651,626,674
398,582,649,626,675
399,591,654,632,677
400,602,655,644,681
401,606,659,650,683
402,610,661,654,686
403,613,663,663,688
404,619,667,669,691
405,627,671,674,693
406,629,670,676,698
407,636,676,683,698
408,639,678,685,700
409,645,680,692,704
410,652,678,700,707
411,656,684,704,709
412,655,685,703,711
413,658,688,707,715
414,663,692,714,719
415,668,694,715,719
416,668,698,715,722
417,671,703,716,726
418,674,705,720,730
419,678,710,721,734
420,682,712,727,735
421,684,714,726,738
422,686,715,726,741
423,686,723,727,744
424,687,725,728,746
425,686,729,722,750
