frameid,x1,y1,x2,y2
0,2,0,1917,1059
1,2,0,1917,1064
2,3,0,1917,1070
3,2,0,1917,1070
4,2,0,1917,1070
5,1,0,1915,1065
6,2,0,1917,1069
7,1,0,1913,1080
8,1,0,1913,1080
9,0,2,1914,1079
10,1,0,1911,1080
11,1,3,1913,1079
12,1,2,1912,1079
13,1,2,1912,1079
14,0,0,1914,1080
15,0,3,1914,1079
16,1,3,1911,1079
17,0,7,1914,1080
18,0,5,1914,1079
19,0,10,1914,1080
20,0,13,1914,1078
21,0,12,1914,1080
22,0,12,1914,1080
23,0,17,1914,1078
24,0,19,1914,1078
25,0,17,1914,1078
26,0,15,1914,1078
27,0,12,1914,1080
28,0,12,1914,1080
29,0,12,1914,1080
30,0,12,1914,1080
31,1,14,1913,1078
32,1,17,1913,1078
33,1,19,1913,1078
34,1,15,1913,1078
35,1,13,1913,1078
36,1,17,1913,1078
37,1,14,1913,1078
38,1,17,1913,1078
39,1,25,1913,1079
40,1,24,1913,1079
41,1,24,1913,1079
42,0,18,1914,1078
43,0,17,1914,1076
44,1,14,1913,1078
45,0,13,1917,1080
46,0,14,1917,1078
47,0,17,1917,1078
48,1,12,1913,1080
49,1,10,1913,1080
50,0,11,1914,1080
51,0,10,1914,1080
52,0,11,1914,1080
53,0,10,1914,1080
54,0,17,1916,1078
55,1,10,1913,1080
56,0,7,1914,1078
57,1,14,1913,1076
58,1,0,1915,1056
59,0,0,1917,1045
60,1,0,1915,1035
61,1,0,1915,1022
62,0,0,1917,1009
63,3,2,1853,1004
64,3,0,1910,996
65,1,0,1911,980
66,2,0,1911,970
67,1,0,1911,952
68,2,0,1911,936
69,0,0,1890,919
70,0,0,1865,900
71,0,0,1828,889
72,0,0,1789,870
73,0,0,1774,852
74,0,0,1737,841
75,0,0,1696,834
76,0,0,1679,828
77,0,0,1650,822
78,0,0,1636,815
79,0,0,1621,816
80,0,0,1610,814
81,0,2,1596,816
82,5,3,1592,815
83,4,2,1585,814
84,5,3,1586,814
85,6,4,1590,812
86,5,4,1590,809
87,5,4,1590,807
88,9,3,1591,804
89,14,3,1593,801
90,26,4,1583,798
91,42,2,1576,796
92,60,2,1575,793
93,71,3,1569,792
94,81,4,1561,792
95,90,5,1554,788
96,88,6,1547,785
97,107,27,1536,780
98,121,36,1524,777
99,130,49,1520,773
100,137,62,1512,769
101,142,65,1504,769
102,143,72,1497,767
103,143,79,1486,764
104,141,85,1475,764
105,137,94,1466,762
106,133,98,1452,761
107,127,100,1443,760
108,125,94,1432,759
109,121,82,1425,758
110,116,66,1410,755
111,112,62,1397,747
112,109,55,1386,742
113,103,47,1373,737
114,94,36,1360,734
115,86,9,1343,732
116,82,9,1327,729
117,80,11,1313,723
118,80,16,1301,721
119,85,21,1293,716
120,87,22,1287,712
121,88,25,1283,705
122,88,28,1279,699
123,86,16,1272,697
124,87,14,1265,694
125,85,15,1257,688
126,85,10,1251,685
127,87,9,1243,678
128,88,10,1237,676
129,87,8,1231,672
130,87,8,1229,668
131,88,10,1225,667
132,92,18,1220,670
133,92,21,1209,670
134,122,49,1199,668
135,123,65,1193,670
136,95,74,1183,669
137,151,103,1176,668
138,154,117,1168,671
139,172,129,1160,674
140,180,145,1149,677
141,190,160,1136,677
142,194,172,1125,678
143,213,181,1117,679
144,221,194,1110,683
145,228,206,1101,685
146,232,221,1093,686
147,238,233,1085,686
148,243,243,1081,686
149,248,252,1073,685
150,253,260,1066,685
151,256,266,1057,686
152,260,271,1049,685
153,261,278,1044,684
154,262,285,1037,683
155,265,294,1031,681
156,268,300,1027,682
157,271,303,1021,681
158,274,304,1015,679
159,275,306,1010,677
160,277,308,1005,675
161,278,313,1000,671
162,279,315,994,672
163,279,315,987,671
164,280,315,985,672
165,280,315,982,670
166,282,315,975,669
167,283,315,971,668
168,285,313,965,665
169,286,313,961,661
170,288,315,957,659
171,288,319,954,658
172,290,320,952,656
173,291,322,946,656
174,292,328,943,656
175,297,335,937,653
176,300,345,933,653
177,301,353,927,654
178,303,359,923,652
179,306,367,915,652
180,309,372,911,650
181,309,373,907,649
182,307,373,902,649
183,306,369,894,649
184,306,368,888,649
185,307,372,885,650
186,307,378,880,649
187,307,380,873,650
188,306,376,867,650
189,301,375,861,652
190,298,375,856,653
191,294,376,849,652
192,288,380,843,651
193,286,385,840,649
194,286,387,835,648
195,286,387,832,646
196,286,386,828,645
197,286,381,823,642
198,287,379,821,637
199,290,378,818,633
200,293,376,817,630
201,297,376,815,628
202,302,375,813,626
203,304,376,810,625
204,308,379,809,626
205,311,381,809,626
206,316,385,806,625
207,321,386,805,624
208,328,390,805,625
209,333,393,805,625
210,340,401,805,625
211,343,405,807,627
212,349,410,807,628
213,354,413,807,630
214,358,417,805,630
215,364,425,805,634
216,369,430,807,635
217,372,434,805,637
218,376,437,805,636
219,379,440,802,638
220,383,440,801,638
221,385,440,801,637
222,390,440,800,635
223,392,440,800,633
224,395,440,799,631
225,395,440,799,629
226,399,439,798,629
227,399,438,795,627
228,400,438,793,627
229,401,437,793,624
230,403,438,790,622
231,403,438,789,622
232,405,437,787,622
233,404,438,788,622
234,403,439,783,622
235,403,440,783,622
236,403,441,781,623
237,404,441,778,623
238,403,443,776,623
239,403,443,773,623
240,404,445,771,623
241,404,447,771,623
242,403,451,769,622
243,402,454,765,623
244,400,456,763,625
245,399,457,757,626
246,395,458,753,626
247,394,460,750,626
248,393,460,745,625
249,391,460,742,625
250,392,464,740,624
251,391,466,736,622
252,388,469,731,623
253,384,469,727,623
254,381,469,723,624
255,379,472,719,624
256,377,473,715,623
257,378,473,711,622
258,377,473,709,622
259,380,472,706,619
260,380,470,704,619
261,379,470,703,619
262,378,469,700,618
263,379,469,699,616
264,380,469,699,616
265,379,470,697,616
266,379,469,694,618
267,380,469,694,616
268,382,469,694,616
269,385,470,693,615
270,388,470,692,615
271,390,473,693,614
272,392,475,694,614
273,393,475,693,614
274,394,476,691,614
275,398,477,692,614
276,402,479,692,615
277,403,480,692,615
278,404,482,692,614
279,405,486,690,615
280,406,488,691,616
281,409,489,692,617
282,409,490,691,618
283,411,493,690,619
284,412,493,689,619
285,414,494,688,619
286,414,494,688,620
287,413,495,686,620
288,415,497,688,621
289,415,496,686,621
290,415,495,685,621
291,417,494,685,621
292,416,494,683,621
293,416,493,682,621
294,417,493,681,621
295,417,493,682,621
296,417,493,682,621
297,417,493,682,621
298,417,493,682,621
299,416,493,680,621
300,418,493,680,621
301,421,493,681,621
302,421,494,681,621
303,423,494,683,619
304,425,494,685,618
305,425,494,685,618
306,427,494,685,618
307,427,494,687,618
308,427,495,687,618
309,429,495,688,617
310,429,494,689,614
311,429,491,691,613
312,429,488,693,608
313,429,486,693,605
314,429,483,693,601
315,429,481,693,596
316,429,480,693,594
317,428,478,693,592
