frameid,x1,y1,x2,y2
0,517,1,1915,690
1,518,1,1917,687
2,521,1,1914,687
3,526,1,1914,687
4,530,0,1905,692
5,537,0,1909,693
6,538,0,1912,694
7,539,0,1910,694
8,549,0,1909,694
9,559,0,1904,694
10,564,0,1904,693
11,573,0,1902,690
12,595,1,1910,686
13,615,1,1913,684
14,639,1,1917,679
15,634,2,1912,674
16,623,2,1915,673
17,615,2,1913,672
18,603,2,1913,670
19,600,2,1911,671
20,598,2,1916,674
21,598,2,1916,679
22,593,2,1915,683
23,593,2,1915,685
24,579,0,1911,686
25,550,0,1914,692
26,538,0,1916,692
27,518,0,1905,693
28,500,0,1899,694
29,481,0,1862,697
30,472,0,1909,702
31,460,0,1906,705
32,452,0,1894,710
33,463,0,1871,718
34,469,0,1882,725
35,479,0,1891,734
36,496,0,1908,739
37,496,0,1916,743
38,503,1,1919,750
39,511,2,1918,754
40,516,4,1917,760
41,516,3,1920,759
42,518,2,1919,760
43,525,2,1919,759
44,531,3,1919,761
45,537,2,1919,760
46,542,2,1917,758
47,547,2,1906,756
48,556,6,1896,755
49,562,8,1877,754
50,571,10,1863,753
51,577,28,1850,749
52,583,49,1834,745
53,591,63,1821,741
54,597,63,1807,734
55,602,67,1792,731
56,607,70,1774,724
57,612,79,1766,718
58,615,83,1755,713
59,618,86,1742,710
60,622,88,1729,705
61,628,89,1716,700
62,629,94,1706,697
63,633,90,1693,693
64,638,101,1684,692
65,642,108,1671,691
66,644,110,1659,688
67,648,115,1646,688
68,649,130,1634,691
69,654,145,1620,692
70,656,153,1611,693
71,662,164,1600,693
72,666,179,1588,697
73,673,191,1581,697
74,681,199,1577,693
75,685,213,1567,690
76,693,221,1555,687
77,696,217,1548,684
78,702,230,1538,679
79,708,216,1527,676
80,716,226,1520,674
81,720,218,1514,668
82,727,207,1509,667
83,733,219,1503,662
84,740,226,1500,659
85,744,247,1496,656
86,751,250,1495,655
87,756,245,1491,654
88,762,253,1488,652
89,766,246,1489,654
90,771,260,1489,649
91,776,257,1486,650
92,778,243,1483,652
93,780,260,1479,649
94,780,254,1473,652
95,783,250,1473,652
96,786,266,1472,651
97,789,273,1470,654
98,793,274,1471,655
99,799,274,1467,655
100,807,279,1467,650
101,813,273,1465,649
102,814,266,1468,646
103,822,269,1467,641
104,824,266,1464,637
105,826,264,1460,635
106,831,260,1459,631
107,836,248,1460,626
108,841,247,1460,619
109,844,246,1458,613
110,851,248,1454,607
111,854,250,1466,603
112,860,240,1445,596
113,855,240,1464,594
114,865,234,1436,585
115,865,231,1456,580
116,868,230,1453,576
117,867,229,1448,575
118,867,228,1442,571
119,870,229,1424,570
120,870,231,1424,570
121,871,237,1420,570
122,869,243,1423,573
123,877,243,1417,573
124,877,248,1413,575
125,879,260,1407,577
126,879,266,1404,578
127,881,265,1403,580
128,882,277,1399,580
129,880,278,1393,581
130,882,273,1388,578
131,880,276,1378,578
132,882,276,1371,577
133,883,282,1366,575
134,885,282,1365,574
135,888,285,1364,575
136,892,282,1363,574
137,894,289,1363,575
138,896,292,1361,576
139,903,292,1360,574
140,903,291,1359,572
141,907,289,1359,567
142,910,282,1360,563
143,910,277,1360,559
144,913,278,1351,556
145,913,286,1351,552
146,914,281,1350,549
147,918,274,1351,548
148,919,278,1349,543
149,925,278,1348,541
150,927,279,1345,538
151,927,272,1342,534
152,928,272,1338,530
153,930,273,1340,526
154,932,273,1337,523
155,931,271,1335,523
156,934,266,1333,517
157,936,266,1329,515
158,940,256,1330,511
159,945,266,1337,511
160,950,262,1335,506
161,954,257,1333,503
162,957,258,1335,498
163,961,255,1336,493
164,966,253,1337,488
165,969,250,1336,485
166,971,249,1334,483
167,973,247,1334,480
168,973,235,1327,476
169,975,234,1325,475
170,979,252,1329,476
171,979,238,1321,472
172,981,254,1322,472
173,980,243,1316,471
174,980,246,1313,472
175,980,253,1311,474
176,978,258,1305,476
177,979,272,1306,477
178,978,273,1301,479
179,976,279,1295,482
180,970,270,1286,482
181,968,278,1280,486
182,968,292,1278,490
183,964,303,1270,491
184,963,308,1263,493
185,961,312,1257,493
186,957,316,1249,493
187,953,316,1244,494
188,952,317,1239,493
189,951,317,1233,492
190,950,316,1231,492
191,951,317,1227,491
192,949,307,1228,490
193,950,310,1229,491
194,955,319,1225,491
195,957,323,1226,491
196,959,325,1228,491
197,962,325,1228,490
198,965,323,1231,489
199,967,323,1234,487
200,971,321,1237,484
201,973,322,1238,482
202,979,319,1238,480
203,982,317,1237,477
204,984,316,1239,475
205,988,315,1243,473
206,992,313,1243,471
207,995,314,1245,471
208,998,316,1247,470
209,998,318,1246,471
210,1003,320,1248,471
211,1003,319,1250,473
212,1005,320,1250,472
213,1005,320,1250,472
214,1008,321,1249,471
215,1006,320,1250,470
216,1008,320,1249,471
217,1007,323,1246,472
218,1007,325,1246,473
219,1007,329,1243,473
220,1004,334,1243,474
221,1004,334,1238,477
222,1004,342,1234,478
223,1001,346,1232,480
224,997,349,1228,484
225,994,355,1225,485
226,991,361,1220,487
227,986,357,1214,487
228,982,362,1206,487
229,982,362,1201,487
230,976,362,1195,488
231,970,362,1190,488
232,971,370,1190,490
233,967,365,1179,487
234,967,370,1174,486
235,964,368,1176,485
236,964,372,1171,486
237,963,368,1173,485
238,961,367,1173,485
239,961,369,1173,485
240,964,376,1177,489
241,963,373,1173,486
242,963,376,1169,486
243,965,372,1177,485
244,968,377,1174,484
245,968,374,1174,483
246,970,374,1175,481
247,972,374,1183,482
248,973,370,1186,479
249,977,371,1185,479
250,977,371,1184,476
251,977,368,1184,475
252,980,366,1183,474
253,981,365,1184,475
254,981,367,1184,475
255,982,366,1183,477
256,982,368,1185,480
257,981,370,1186,482
258,983,375,1186,485
259,982,379,1185,490
260,982,386,1183,493
261,980,390,1181,498
262,978,396,1180,502
263,974,403,1177,505
264,972,406,1173,508
265,970,409,1168,511
266,967,413,1167,514
267,965,417,1162,514
268,965,421,1162,516
269,963,423,1155,518
270,962,425,1153,520
271,961,427,1151,521
272,961,429,1150,521
273,961,424,1150,524
274,961,431,1151,526
275,962,432,1151,527
276,963,432,1152,528
277,965,434,1152,530
278,967,433,1155,530
279,969,434,1154,531
280,969,435,1154,531
281,971,435,1156,532
282,974,438,1156,533
283,975,435,1157,533
284,978,436,1158,531
285,981,438,1158,531
286,982,437,1159,529
287,984,438,1159,527
288,984,438,1158,526
289,984,435,1158,525
290,983,429,1157,524
291,984,428,1158,522
292,986,429,1156,521
293,984,427,1157,520
294,986,426,1156,520
295,987,428,1157,520
296,987,426,1157,520
297,987,428,1157,520
298,990,429,1157,520
299,991,431,1160,522
300,993,431,1161,522
301,995,432,1162,524
302,995,436,1162,524
303,998,439,1162,527
304,1000,444,1165,529
305,1001,448,1165,531
306,1001,449,1165,533
307,1002,451,1163,534
308,1003,453,1162,536
309,1003,452,1162,535
310,1004,454,1160,536
311,1004,454,1162,536
312,1005,455,1161,535
313,1005,456,1161,535
314,1008,454,1162,536
315,1010,454,1162,535
