frameid,x1,y1,x2,y2
0,228,352,282,403
1,230,351,281,402
2,230,348,282,405
3,225,350,282,401
4,225,350,284,401
5,225,348,284,401
6,227,345,285,401
7,228,347,285,398
8,225,344,284,399
9,225,347,282,398
10,225,347,285,396
11,225,345,285,398
12,228,345,282,393
13,228,345,285,398
14,222,342,284,396
15,227,342,284,393
16,224,344,290,396
17,222,342,284,393
18,225,344,285,392
19,221,341,288,392
20,222,341,287,395
21,225,342,287,395
22,224,341,284,392
23,224,341,285,390
24,222,341,287,390
25,219,339,285,392
26,222,341,285,396
27,222,342,290,399
28,225,342,290,393
29,227,339,287,395
30,222,341,288,393
31,224,341,284,392
32,222,338,288,392
33,225,339,284,393
34,225,338,285,395
35,227,342,281,387
36,225,341,285,393
37,221,336,290,393
38,225,338,285,392
39,222,338,285,395
40,223,341,280,389
41,224,342,283,387
42,222,338,284,392
43,222,338,285,393
44,224,340,279,379
45,225,342,278,381
46,224,341,279,383
47,225,340,279,382
48,228,338,282,390
49,222,338,285,393
50,222,336,282,393
51,222,336,285,393
52,222,335,281,395
53,222,335,282,398
54,224,335,284,396
55,221,336,284,398
56,222,335,287,395
57,224,335,281,395
58,221,333,284,401
59,222,335,281,398
60,221,335,282,398
61,226,339,281,387
62,224,339,279,387
63,221,336,284,392
64,222,335,284,396
65,225,339,279,387
66,225,340,281,387
67,225,340,277,387
68,225,340,278,387
69,222,335,281,396
70,222,336,284,393
71,221,338,282,395
72,222,335,282,398
73,224,335,279,401
74,222,341,282,393
75,222,338,281,395
76,224,339,282,395
77,221,338,287,395
78,219,339,285,396
79,218,338,285,396
80,218,338,284,398
81,221,343,278,388
82,223,343,280,388
83,222,343,278,388
84,219,339,287,396
85,216,338,287,399
86,222,345,277,390
87,221,342,281,395
88,219,341,285,398
89,222,344,281,395
90,223,346,281,391
91,222,341,279,395
92,222,344,282,395
93,224,344,281,401
94,222,345,281,401
95,218,344,285,404
96,222,344,281,399
97,221,345,282,398
98,222,347,281,396
99,222,348,281,399
100,224,348,278,402
101,221,347,281,402
102,222,347,281,401
103,224,347,281,401
104,225,347,279,399
105,224,345,279,399
106,225,348,279,398
107,225,348,278,398
108,227,348,278,401
109,225,348,279,405
110,225,351,276,402
111,221,352,278,397
112,222,353,281,398
113,225,353,277,398
114,222,350,285,399
115,224,351,279,405
116,224,354,279,399
117,222,348,282,402
118,219,351,281,404
119,222,350,281,405
120,224,350,276,404
121,219,350,279,405
122,219,351,282,404
123,227,350,278,402
124,223,352,277,396
125,227,353,280,398
126,227,353,277,398
127,225,348,281,399
128,222,348,281,401
129,222,348,279,402
130,222,353,278,402
131,222,347,281,404
132,227,348,281,401
133,225,351,279,401
134,222,348,281,402
135,228,354,279,396
136,219,348,281,404
137,225,350,281,399
138,225,348,278,398
139,223,349,280,393
140,222,345,281,398
141,222,349,277,382
142,222,348,277,390
143,227,344,281,390
144,224,345,284,395
145,227,346,277,384
146,224,346,278,384
147,223,346,279,382
148,223,345,279,387
149,225,344,277,385
150,228,344,279,388
151,226,344,278,389
152,224,344,280,389
153,222,343,277,385
154,223,342,280,387
155,225,341,277,386
156,225,338,282,389
157,225,335,278,386
158,225,332,279,381
159,224,338,282,381
160,222,339,281,384
161,224,338,280,383
162,225,330,281,386
163,224,333,282,386
164,224,332,281,386
165,225,330,281,383
166,224,332,279,378
167,225,329,279,378
168,227,330,279,383
169,224,327,282,377
170,224,329,282,378
171,222,327,284,377
172,222,327,282,380
173,222,327,281,377
174,224,327,279,371
175,225,323,279,377
176,222,323,281,372
177,224,321,279,377
178,225,321,279,374
179,228,321,281,374
180,222,320,279,377
181,224,320,279,371
182,225,318,281,368
183,227,318,282,365
184,225,315,281,368
185,227,320,281,368
186,230,317,281,365
187,227,312,278,365
188,227,314,281,363
189,227,318,276,351
190,225,309,282,357
191,225,312,282,357
192,222,309,282,359
193,222,309,284,357
194,225,312,284,350
195,226,312,277,351
196,228,309,279,351
197,224,310,278,349
198,225,308,282,350
199,228,307,275,345
200,224,307,279,345
201,230,303,281,345
202,225,305,278,343
203,230,304,277,343
204,228,304,279,342
205,227,299,281,342
206,223,303,280,336
207,226,302,276,338
208,230,300,281,336
209,230,298,277,336
210,224,298,279,336
211,226,298,277,334
212,230,295,280,333
213,231,295,276,331
214,225,295,277,331
215,224,294,279,330
216,227,288,282,330
217,231,292,279,327
218,226,291,277,327
219,225,290,279,326
220,233,287,281,324
221,227,289,279,322
222,233,289,278,324
223,232,288,280,321
224,226,286,278,319
225,234,287,280,320
226,231,282,282,317
227,234,281,284,318
228,230,285,282,318
229,234,278,282,315
230,233,276,282,317
231,231,275,281,314
232,231,273,282,315
233,236,276,279,312
234,234,275,281,312
235,240,276,278,308
236,237,272,281,311
237,234,276,282,309
238,234,270,281,311
239,236,269,281,309
240,237,266,284,305
241,236,266,285,303
242,239,266,285,303
243,239,264,284,302
244,240,264,284,303
245,242,264,281,303
246,243,266,282,296
247,245,264,281,294
248,248,264,282,296
249,243,261,287,297
250,242,263,287,294
251,240,263,285,296
252,240,263,284,291
253,243,261,284,287
254,239,261,283,282
255,243,261,284,287
256,243,260,285,287
257,243,261,284,288
258,243,260,284,288
259,243,260,285,287
260,246,260,284,287
261,241,261,286,279
262,238,262,285,280
263,242,262,285,282
264,243,260,288,287
265,244,262,287,282
266,245,262,287,282
267,245,262,289,282
268,241,263,290,281
269,242,263,286,281
270,244,262,290,280
271,248,262,288,282
272,246,264,288,282
273,243,263,288,283
274,246,264,288,282
275,249,264,287,282
276,248,263,291,287
277,248,261,291,291
278,247,264,292,285
279,252,263,292,283
280,248,264,292,285
281,247,265,292,285
282,250,265,292,285
283,252,264,292,285
284,248,265,292,285
285,248,265,292,283
286,252,265,291,285
287,252,265,292,285
288,254,263,290,287
289,248,264,294,288
290,252,264,296,291
291,254,264,291,291
292,254,263,291,290
293,252,263,294,290
294,250,265,293,283
295,252,263,292,283
296,252,265,295,285
297,250,264,293,285
298,254,264,294,285
299,257,264,296,285
300,255,264,293,290
301,256,265,295,285
302,255,265,296,286
303,254,265,296,283
304,255,265,292,283
305,253,265,294,285
306,256,264,298,285
307,257,263,297,290
308,256,264,299,285
309,258,264,297,285
310,255,264,299,285
311,261,261,297,291
312,258,263,297,283
313,258,263,298,283
314,262,263,298,284
315,260,263,299,283
316,258,262,297,282
317,263,262,299,283
318,261,262,299,283
319,261,260,299,285
320,263,262,296,282
321,262,261,297,282
322,260,261,299,282
323,263,262,299,280
324,263,257,300,282
325,264,258,299,284
326,260,257,303,279
327,264,257,303,282
328,263,255,302,284
329,266,258,302,279
330,265,258,302,279
331,266,258,301,279
332,269,258,303,279
333,269,256,303,279
334,265,256,302,274
335,265,256,302,277
336,269,256,302,280
337,270,256,302,277
338,269,252,306,276
339,269,255,303,278
340,270,252,306,278
341,270,252,305,276
342,266,251,311,275
343,272,254,306,276
344,270,249,305,273
345,272,253,304,273
346,272,251,305,275
347,274,253,306,270
348,273,251,308,275
349,273,252,312,275
350,275,251,311,276
351,273,246,309,276
352,275,251,309,272
353,278,251,309,273
354,276,252,308,270
355,278,252,311,272
356,279,252,305,272
357,276,252,311,270
358,278,249,311,270
359,278,251,311,270
360,276,249,314,272
361,279,251,311,269
362,278,249,312,272
363,279,251,312,272
364,284,252,312,270
365,282,249,312,272
366,281,249,314,270
367,281,249,315,269
368,282,249,314,272
369,281,248,314,270
370,276,252,320,270
371,285,250,315,265
372,287,248,317,267
373,287,251,317,267
374,285,249,320,269
375,284,248,320,270
376,287,249,318,267
377,287,250,317,267
378,286,250,317,265
379,286,250,318,267
380,285,251,323,269
381,288,250,320,265
382,290,249,321,267
383,288,251,323,267
384,293,248,324,269
385,293,249,321,267
386,290,251,324,269
387,291,248,326,270
388,291,251,320,269
389,295,250,321,267
390,297,250,323,265
391,296,250,324,267
392,296,250,324,267
393,296,250,323,267
394,296,251,323,269
395,296,250,323,267
396,300,252,326,269
397,299,251,327,272
398,302,249,329,272
399,300,252,329,272
400,299,252,325,267
401,300,252,327,267
402,300,253,327,267
403,302,252,328,267
404,303,251,330,272
405,303,253,328,267
406,304,253,330,268
407,304,255,330,270
408,304,254,331,268
409,304,255,331,270
410,305,254,330,268
411,305,254,330,268
412,305,252,333,270
413,305,255,331,270
414,305,256,330,270
415,307,255,332,270
416,308,258,332,270
417,308,257,333,272
418,306,256,333,270
419,309,256,334,270
420,309,255,333,272
421,308,255,335,270
422,309,256,339,270
423,309,256,335,270
424,310,256,338,271
425,311,256,340,270
426,310,255,338,270
427,310,255,338,270
428,313,256,339,271
429,310,256,338,271
430,312,256,339,271
431,313,256,338,270
432,312,255,339,269
433,311,255,339,273
434,314,255,341,272
435,314,254,341,273
436,314,254,339,273
437,316,256,338,270
438,315,256,340,273
439,315,251,342,272
440,316,256,339,271
441,315,256,340,271
442,315,254,341,272
443,315,255,342,273
444,312,255,344,273
445,318,255,342,270
446,317,255,344,270
447,318,254,342,269
448,315,255,342,270
449,317,255,342,269
450,317,254,344,273
451,318,254,341,273
452,318,252,344,269
453,321,255,342,272
454,321,253,343,267
455,321,253,343,267
456,323,255,344,267
457,323,252,344,269
458,321,252,345,269
459,321,253,343,267
460,323,249,347,269
461,323,252,345,269
462,324,251,344,265
463,326,254,345,266
464,324,252,344,270
465,326,251,342,267
466,327,249,344,266
467,324,249,347,266
468,326,248,344,266
469,324,251,347,267
470,326,246,347,267
471,323,251,345,266
472,324,251,344,267
473,327,252,345,264
474,326,249,347,264
475,326,248,347,264
476,326,249,350,266
477,327,248,347,267
478,327,248,347,267
479,327,246,347,267
480,327,245,348,264
481,332,246,345,264
482,327,246,348,264
483,327,243,351,266
484,329,246,347,260
485,330,245,347,263
486,330,248,344,261
487,330,243,344,260
488,330,246,345,260
489,330,246,347,261
490,332,248,347,263
491,329,243,344,260
492,329,243,347,261
493,328,245,347,256
494,328,245,348,256
495,328,245,347,256
496,329,246,348,260
497,329,243,345,258
498,328,246,347,255
499,329,246,347,258
500,330,243,347,260
501,332,245,347,257
502,328,243,348,255
503,330,245,348,258
504,328,243,350,255
505,329,244,346,255
506,330,243,348,258
507,332,245,347,258
508,327,243,348,255
509,330,243,348,260
510,332,245,348,257
511,330,242,350,261
512,329,245,348,258
513,329,240,347,257
514,331,243,349,255
515,332,243,348,258
516,329,242,345,257
517,329,242,347,258
518,332,245,348,258
519,332,243,351,258
520,333,243,348,258
521,332,245,348,258
522,332,245,347,260
523,330,246,347,258
524,330,245,348,260
525,332,243,350,258
526,332,242,348,260
527,332,243,350,258
528,330,243,351,261
529,332,246,353,260
530,335,243,350,258
531,332,242,351,257
532,332,242,351,260
533,332,243,350,258
534,333,243,350,257
535,335,245,348,257
536,332,242,350,258
537,332,242,350,260
538,332,243,348,258
539,335,242,348,257
540,332,242,350,260
541,333,243,350,260
542,332,245,348,261
543,333,242,350,258
544,333,243,350,258
545,335,242,351,261
546,333,243,351,258
547,333,242,351,258
548,331,243,349,255
549,334,243,350,255
550,334,243,350,255
551,334,243,350,255
552,331,243,349,255
553,334,243,350,255
554,334,243,349,255
555,332,245,351,258
556,335,246,351,261
557,335,246,350,258
558,335,245,350,257
559,333,242,354,258
560,335,243,350,258
561,333,245,350,258
562,338,245,353,260
563,335,245,353,261
564,335,245,352,257
565,336,246,351,257
566,335,243,353,258
567,335,243,350,258
568,333,243,351,258
569,332,243,353,260
570,336,245,353,260
571,335,243,350,260
572,335,245,353,258
573,335,243,354,261
574,335,243,354,258
575,336,242,354,260
576,338,340,356,358
577,336,245,353,260
578,335,245,354,260
579,335,245,359,260
580,333,245,356,257
581,335,245,356,258
582,335,245,353,258
583,336,242,353,258
584,335,245,354,261
585,333,246,356,260
586,336,243,353,258
587,335,245,354,258
588,336,243,354,260
589,338,245,354,260
590,336,245,351,258
591,336,245,354,260
592,336,243,351,260
593,335,246,353,261
594,338,245,353,261
595,335,245,353,258
596,336,243,354,260
597,336,245,356,261
598,338,247,353,258
599,341,248,353,258
600,338,246,356,260
601,338,246,354,258
602,338,247,354,258
603,336,245,356,260
604,338,248,354,261
605,338,247,354,258
606,338,247,354,256
607,338,247,354,256
608,338,247,353,258
609,339,246,354,260
610,338,247,353,256
611,338,249,356,260
612,339,248,356,261
613,339,249,356,260
614,339,246,356,263
615,338,248,356,261
616,338,246,356,263
617,338,248,356,263
618,338,246,354,261
619,339,248,354,263
620,339,249,357,263
621,339,248,356,263
622,339,246,356,263
623,338,246,357,263
624,341,246,356,263
625,339,248,360,264
626,339,246,359,264
627,342,248,354,264
628,338,248,357,266
629,339,248,356,263
630,338,245,354,263
631,338,248,354,261
632,341,249,354,261
633,341,249,354,263
634,342,249,357,264
635,342,249,356,264
636,341,251,356,264
637,341,249,357,266
638,341,249,353,261
639,339,249,356,263
640,339,249,357,267
641,338,249,356,264
642,339,251,354,264
643,339,249,357,267
644,339,249,357,266
645,338,248,357,267
646,339,246,356,263
647,339,246,356,264
648,341,251,359,266
649,341,251,360,266
650,339,249,359,266
651,339,251,357,266
652,339,248,360,269
653,336,251,356,267
654,338,249,356,267
655,338,249,354,266
656,338,251,356,267
657,339,249,357,267
658,341,252,357,267
659,338,249,356,264
660,339,246,356,267
661,336,248,354,266
662,339,251,357,267
663,339,248,359,269
664,339,248,356,267
665,339,249,357,267
666,338,248,357,267
667,344,252,356,266
668,341,249,357,267
669,341,248,359,269
670,339,248,354,264
671,341,248,356,267
672,341,251,357,270
673,341,251,356,267
674,339,249,360,269
675,342,251,357,267
676,344,249,359,269
677,344,251,357,269
678,342,251,356,266
679,341,252,356,267
680,342,251,357,269
681,341,249,356,266
682,341,249,356,267
683,342,251,356,266
684,339,248,357,267
685,342,254,356,267
686,345,252,356,266
687,345,254,356,267
688,344,254,354,269
689,344,254,356,266
690,342,251,356,264
691,342,249,357,269
692,341,251,356,267
693,341,248,356,267
694,342,252,354,266
695,342,252,354,266
696,341,252,354,267
697,341,251,356,267
698,339,251,354,269
699,342,251,356,264
700,341,252,357,267
701,344,252,357,267
702,342,251,359,269
703,342,252,357,269
704,342,249,357,266
705,342,251,354,266
706,339,251,359,269
707,344,251,359,269
708,344,252,354,266
709,344,252,354,266
710,341,249,357,269
711,341,251,357,264
712,342,251,357,267
713,341,249,357,267
714,338,251,359,266
715,342,251,357,267
716,342,249,360,270
717,344,251,357,269
718,345,252,359,266
719,342,252,356,267
720,341,251,357,269
721,342,251,357,267
722,344,249,359,266
723,344,246,356,264
724,342,249,357,269
725,344,252,356,266
726,344,251,357,266
727,342,251,359,267
728,345,249,356,269
729,342,251,356,266
730,342,251,356,263
731,344,248,354,263
732,342,248,360,263
733,341,245,360,264
734,342,246,356,263
735,342,248,359,266
736,341,249,359,267
737,341,248,359,266
738,341,246,357,266
739,339,248,359,267
740,342,248,357,263
741,341,248,356,266
742,342,251,359,267
743,344,248,357,264
744,341,246,359,263
745,338,242,357,263
746,342,249,360,263
747,344,248,359,266
748,341,251,357,267
749,339,249,359,267
750,341,248,359,269
751,341,251,360,270
752,341,248,357,267
753,341,248,359,263
754,338,243,356,264
755,341,246,360,267
756,339,245,360,269
757,339,242,359,266
758,341,248,357,267
759,342,245,360,266
760,338,243,357,264
761,341,243,357,267
762,338,243,359,266
763,339,243,353,263
764,339,242,354,263
765,339,248,356,266
766,339,242,359,266
767,341,246,354,269
768,341,245,357,266
769,339,245,359,267
770,341,243,357,266
771,341,243,359,267
772,339,243,360,267
773,339,245,356,266
774,341,248,357,267
775,339,242,359,270
776,339,242,359,267
777,341,245,357,257
778,338,242,357,258
779,339,242,357,258
780,341,245,353,260
781,338,243,357,260
782,341,243,356,260
783,339,242,356,258
784,341,239,356,257
785,339,243,359,261
786,341,242,356,258
787,341,242,356,258
788,342,243,354,255
789,342,243,354,255
790,339,240,354,258
791,339,242,356,258
792,341,240,354,258
793,338,239,356,257
794,339,239,354,255
795,341,240,356,258
796,342,240,356,257
797,338,239,357,260
798,339,240,357,261
799,339,237,357,258
800,336,234,359,257
801,342,239,356,257
802,341,242,354,257
803,339,239,356,257
804,339,236,357,258
805,338,237,354,257
806,339,237,354,255
807,339,234,354,254
808,338,234,356,255
809,338,236,354,257
810,339,240,357,258
811,339,236,356,257
812,339,237,360,261
813,339,236,356,255
814,339,236,353,255
815,339,234,354,254
816,338,234,354,254
817,335,231,353,252
818,338,236,351,254
819,339,236,353,252
820,338,236,354,252
821,338,236,350,248
822,339,236,350,249
823,338,236,351,249
824,335,231,351,249
825,338,234,351,251
826,339,234,351,251
827,338,234,351,251
828,336,233,350,249
829,339,234,350,248
830,336,234,351,249
831,339,233,351,254
832,338,236,353,252
833,339,234,353,251
834,338,236,351,251
835,339,233,351,252
836,338,231,350,248
837,335,233,350,248
838,338,230,351,246
839,336,227,353,246
840,336,228,350,246
841,338,228,351,246
842,338,227,351,246
843,338,227,350,246
844,338,227,351,245
845,339,227,351,246
846,338,225,351,246
847,336,225,350,246
848,338,225,350,242
849,338,225,348,245
850,335,225,351,248
851,336,225,350,245
852,336,228,351,246
853,338,228,351,242
854,336,225,348,245
855,338,227,350,243
856,336,224,350,243
857,336,225,348,240
858,338,224,348,240
859,336,222,350,239
860,336,224,350,239
861,339,227,353,236
862,341,231,354,242
863,345,230,353,237
864,338,225,354,240
865,338,225,351,236
866,339,228,350,239
867,339,227,353,240
868,338,225,350,239
869,339,225,350,236
870,338,224,351,237
871,338,222,350,236
872,338,224,350,236
873,339,224,351,237
874,339,225,353,239
875,338,222,353,237
876,338,222,348,234
877,338,222,350,234
878,339,221,348,234
879,338,222,348,236
880,338,221,351,236
881,338,219,348,236
882,338,219,348,233
883,338,221,350,236
884,338,222,348,234
885,338,219,351,236
886,338,221,350,234
887,338,219,350,236
888,339,221,350,236
889,339,221,350,233
890,339,219,348,231
891,338,216,348,233
892,338,218,350,233
893,338,207,359,218
894,342,204,356,218
895,336,204,354,218
896,336,204,357,221
897,339,204,357,221
898,341,204,357,218
899,338,206,359,225
900,339,204,357,225
901,338,206,356,219
902,336,204,353,222
903,336,204,353,219
904,333,204,351,221
905,336,216,351,228
906,332,215,348,225
907,333,210,350,225
908,332,210,348,227
909,333,212,350,225
910,335,212,348,227
911,333,210,348,225
912,332,210,347,228
913,330,210,350,228
914,330,207,347,225
915,330,209,347,224
916,330,207,350,227
917,330,206,347,222
918,332,207,345,225
919,330,207,350,225
920,330,206,348,228
921,332,209,348,224
922,332,207,345,225
923,332,209,348,225
924,332,210,348,228
925,332,209,348,224
926,333,204,350,227
927,333,204,348,222
928,333,200,350,222
929,335,206,348,221
930,333,201,351,224
931,335,203,348,219
932,333,206,345,221
933,333,204,347,222
934,332,201,347,224
935,332,206,347,224
936,332,204,348,230
937,333,204,348,221
938,335,201,350,218
939,330,198,348,221
940,332,201,347,218
941,335,203,347,218
942,332,197,350,216
943,330,197,350,219
944,335,200,350,215
945,332,194,347,215
946,333,198,347,215
947,335,200,347,215
948,333,200,344,213
949,330,201,345,216
950,335,197,347,215
951,333,198,347,213
952,333,198,347,213
953,332,198,345,216
954,333,197,348,216
955,333,200,345,213
956,333,194,347,213
957,329,191,348,213
958,335,197,354,212
959,333,195,350,218
960,329,194,347,210
961,332,195,347,213
962,332,197,348,215
963,333,198,347,215
964,332,198,350,218
965,332,198,350,216
966,330,191,345,210
967,330,191,347,207
968,329,189,344,207
969,326,189,347,207
970,333,192,347,206
